num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,hour,type_photo,type_status,type_video
489,23,11,489,0,0,0,0,0,11,0,0,1
294,25,3,294,0,0,0,0,0,1,0,0,1
321,12,2,321,0,0,0,0,0,5,0,0,1
246,17,1,246,0,0,0,0,0,3,0,0,1
981,32,6,981,0,0,0,0,0,4,0,0,1
425,5,1,425,0,0,0,0,0,6,0,0,1
396,30,1,396,0,0,0,0,0,12,0,0,1
199,6,1,199,0,0,0,0,0,6,0,0,1
421,10,2,421,0,0,0,0,0,23,0,0,1
479,18,1,479,0,0,0,0,0,0,0,0,1
107,1,2,107,0,0,0,0,0,7,0,0,1
799,31,4,799,0,0,0,0,0,12,0,0,1
157,9,3,157,0,0,0,0,0,10,0,0,1
358,19,1,358,0,0,0,0,0,7,0,0,1
328,21,5,328,0,0,0,0,0,23,0,0,1
202,10,1,202,0,0,0,0,0,14,0,0,1
249,7,1,249,0,0,0,0,0,13,0,0,1
460,31,1,460,0,0,0,0,0,9,0,0,1
101,2,1,101,0,0,0,0,0,23,0,0,1
271,3,1,271,0,0,0,0,0,23,0,0,1
126,5,2,126,0,0,0,0,0,10,0,0,1
100,1,1,100,0,0,0,0,0,9,1,0,0
223,3,1,223,0,0,0,0,0,0,0,0,1
1190,12,1,1190,0,0,0,0,0,1,0,0,1
360,23,2,360,0,0,0,0,0,8,0,0,1
638,34,9,638,0,0,0,0,0,10,0,0,1
95,9,3,95,0,0,0,0,0,23,0,0,1
71,2,1,71,0,0,0,0,0,23,1,0,0
506,44,7,506,0,0,0,0,0,1,0,0,1
203,3,1,203,0,0,0,0,0,22,0,0,1
277,52,2,277,0,0,0,0,0,21,1,0,0
178,10,1,178,0,0,0,0,0,10,0,0,1
250,7,6,250,0,0,0,0,0,9,0,0,1
110,12,3,110,0,0,0,0,0,11,0,0,1
147,13,2,147,0,0,0,0,0,10,0,0,1
686,53,3,686,0,0,0,0,0,9,0,0,1
351,5,2,351,0,0,0,0,0,5,0,0,1
215,12,1,215,0,0,0,0,0,1,0,0,1
100,6,6,100,0,0,0,0,0,10,0,0,1
131,1,1,131,0,0,0,0,0,10,0,0,1
560,22,12,560,0,0,0,0,0,6,0,0,1
374,9,16,374,0,0,0,0,0,2,0,0,1
559,22,7,559,0,0,0,0,0,23,0,0,1
169,6,5,169,0,0,0,0,0,10,0,0,1
473,9,9,473,0,0,0,0,0,7,0,0,1
58,2,4,58,0,0,0,0,0,7,0,0,1
164,4,9,164,0,0,0,0,0,7,0,0,1
614,24,21,614,0,0,0,0,0,5,0,0,1
211,2,4,211,0,0,0,0,0,3,0,0,1
129,9,3,129,0,0,0,0,0,3,0,0,1
155,5,9,155,0,0,0,0,0,3,0,0,1
438,14,19,438,0,0,0,0,0,3,0,0,1
304,20,24,304,0,0,0,0,0,23,0,0,1
116,2,10,116,0,0,0,0,0,23,0,0,1
135,1,2,135,0,0,0,0,0,8,0,0,1
55,4,4,55,0,0,0,0,0,8,1,0,0
133,17,5,133,0,0,0,0,0,3,0,0,1
91,6,6,91,0,0,0,0,0,12,0,0,1
243,5,5,243,0,0,0,0,0,11,0,0,1
141,1,1,141,0,0,0,0,0,11,0,0,1
65,2,4,65,0,0,0,0,0,10,0,0,1
177,14,4,177,0,0,0,0,0,11,0,0,1
89,17,1,89,0,0,0,0,0,21,0,0,1
52,5,3,52,0,0,0,0,0,9,0,0,1
52,5,3,52,0,0,0,0,0,9,0,0,1
1201,86,3,1201,0,0,0,0,0,12,0,0,1
1145,22,4,1145,0,0,0,0,0,11,0,0,1
107,5,5,107,0,0,0,0,0,11,0,0,1
160,8,3,160,0,0,0,0,0,21,0,0,1
197,20,2,197,0,0,0,0,0,7,0,0,1
88,11,1,88,0,0,0,0,0,2,0,0,1
73,4,7,73,0,0,0,0,0,20,1,0,0
190,6,1,190,0,0,0,0,0,1,0,0,1
386,15,14,386,0,0,0,0,0,8,0,0,1
273,35,2,273,0,0,0,0,0,22,0,0,1
87,25,4,87,0,0,0,0,0,12,0,0,1
240,30,2,240,0,0,0,0,0,0,0,0,1
23,7,16,23,0,0,0,0,0,10,0,0,1
74,15,1,74,0,0,0,0,0,7,1,0,0
65,2,10,65,0,0,0,0,0,0,1,0,0
137,3,1,137,0,0,0,0,0,2,0,0,1
537,16,1,537,0,0,0,0,0,0,1,0,0
57,5,1,57,0,0,0,0,0,23,1,0,0
24,2,2,24,0,0,0,0,0,22,1,0,0
38,4,1,38,0,0,0,0,0,11,1,0,0
14,1,1,14,0,0,0,0,0,6,1,0,0
90,10,4,90,0,0,0,0,0,6,1,0,0
97,5,1,97,0,0,0,0,0,7,1,0,0
51,1,1,51,0,0,0,0,0,0,1,0,0
92,10,1,92,0,0,0,0,0,9,1,0,0
78,5,1,78,0,0,0,0,0,1,1,0,0
66,10,1,66,0,0,0,0,0,23,1,0,0
54,6,2,54,0,0,0,0,0,22,1,0,0
74,5,1,74,0,0,0,0,0,7,1,0,0
79,7,1,79,0,0,0,0,0,7,1,0,0
104,3,1,104,0,0,0,0,0,2,1,0,0
12,1,2,12,0,0,0,0,0,10,1,0,0
28,4,1,28,0,0,0,0,0,0,1,0,0
49,2,2,49,0,0,0,0,0,8,1,0,0
58,6,1,58,0,0,0,0,0,23,1,0,0
62,2,1,62,0,0,0,0,0,6,1,0,0
8,1,1,8,0,0,0,0,0,17,1,0,0
5,1,1,5,0,0,0,0,0,15,1,0,0
3,1,2,3,0,0,0,0,0,0,1,0,0
78,4,35,78,0,0,0,0,0,22,1,0,0
57,9,1,57,0,0,0,0,0,13,1,0,0
5,4,1,5,0,0,0,0,0,6,1,0,0
41,19,11,41,0,0,0,0,0,1,0,1,0
7,1,2,7,0,0,0,0,0,0,1,0,0
71,2,7,71,0,0,0,0,0,10,1,0,0
55,8,5,55,0,0,0,0,0,0,1,0,0
46,3,1,46,0,0,0,0,0,12,1,0,0
5,2,2,5,0,0,0,0,0,10,1,0,0
100,28,1,100,0,0,0,0,0,9,1,0,0
3,2,2,3,0,0,0,0,0,11,1,0,0
42,16,11,42,0,0,0,0,0,23,1,0,0
3,2,2,3,0,0,0,0,0,21,1,0,0
64,2,1,64,0,0,0,0,0,3,1,0,0
40,9,2,40,0,0,0,0,0,7,1,0,0
67,6,7,67,0,0,0,0,0,2,1,0,0
26,1,1,26,0,0,0,0,0,6,1,0,0
24,4,1,24,0,0,0,0,0,5,1,0,0
65,3,1,65,0,0,0,0,0,8,1,0,0
5,2,2,5,0,0,0,0,0,11,1,0,0
27,11,1,27,0,0,0,0,0,22,1,0,0
12,3,1,12,0,0,0,0,0,6,1,0,0
89,28,1,89,0,0,0,0,0,2,1,0,0
32,4,5,32,0,0,0,0,0,0,1,0,0
14,5,2,14,0,0,0,0,0,9,1,0,0
30,23,4,30,0,0,0,0,0,9,0,1,0
25,3,1,25,0,0,0,0,0,2,1,0,0
5,1,1,5,0,0,0,0,0,9,1,0,0
43,17,1,43,0,0,0,0,0,8,1,0,0
16,1,1,16,0,0,0,0,0,2,1,0,0
23,5,1,23,0,0,0,0,0,8,1,0,0
13,9,1,13,0,0,0,0,0,4,1,0,0
32,13,1,32,0,0,0,0,0,4,1,0,0
24,12,3,24,0,0,0,0,0,12,1,0,0
29,7,5,29,0,0,0,0,0,1,1,0,0
62,25,1,62,0,0,0,0,0,5,1,0,0
32,9,1,32,0,0,0,0,0,10,1,0,0
34,11,1,34,0,0,0,0,0,9,1,0,0
16,10,2,16,0,0,0,0,0,3,1,0,0
14,3,9,14,0,0,0,0,0,6,1,0,0
13,2,2,13,0,0,0,0,0,1,1,0,0
25,9,1,25,0,0,0,0,0,4,1,0,0
11,1,1,11,0,0,0,0,0,2,1,0,0
14,2,1,14,0,0,0,0,0,2,1,0,0
27,18,1,27,0,0,0,0,0,10,1,0,0
28,1,1,28,0,0,0,0,0,10,1,0,0
14,1,2,14,0,0,0,0,0,22,1,0,0
22,10,13,22,0,0,0,0,0,22,1,0,0
21,5,1,21,0,0,0,0,0,0,1,0,0
19,1,3,19,0,0,0,0,0,23,1,0,0
24,2,2,24,0,0,0,0,0,9,1,0,0
19,17,1,19,0,0,0,0,0,6,1,0,0
17,2,2,17,0,0,0,0,0,23,1,0,0
23,2,2,23,0,0,0,0,0,12,1,0,0
35,9,1,35,0,0,0,0,0,3,1,0,0
16,5,1,16,0,0,0,0,0,11,1,0,0
14,8,2,14,0,0,0,0,0,22,1,0,0
21,12,1,21,0,0,0,0,0,22,1,0,0
22,12,2,22,0,0,0,0,0,10,1,0,0
27,9,6,27,0,0,0,0,0,10,1,0,0
21,22,1,21,0,0,0,0,0,8,1,0,0
17,25,2,17,0,0,0,0,0,8,1,0,0
21,6,1,21,0,0,0,0,0,9,1,0,0
29,5,3,29,0,0,0,0,0,2,1,0,0
26,13,1,26,0,0,0,0,0,9,1,0,0
22,4,1,22,0,0,0,0,0,7,1,0,0
15,7,1,15,0,0,0,0,0,7,1,0,0
13,1,1,13,0,0,0,0,0,21,1,0,0
32,7,1,32,0,0,0,0,0,2,1,0,0
38,6,1,38,0,0,0,0,0,23,1,0,0
37,7,2,37,0,0,0,0,0,9,1,0,0
22,5,1,22,0,0,0,0,0,23,1,0,0
36,18,1,36,0,0,0,0,0,8,1,0,0
30,4,1,30,0,0,0,0,0,1,1,0,0
29,10,2,29,0,0,0,0,0,23,1,0,0
48,17,2,48,0,0,0,0,0,8,1,0,0
19,17,3,19,0,0,0,0,0,3,1,0,0
227,1222,226,182,41,2,1,1,0,1,0,0,1
94,1,1,91,1,2,0,0,0,5,1,0,0
72,1,1,72,0,0,0,0,0,1,1,0,0
209,553,152,177,30,0,0,1,1,1,0,0,1
576,25,7,560,13,3,0,0,0,8,1,0,0
210,816,246,152,55,0,3,0,0,2,0,0,1
76,1,1,75,1,0,0,0,0,5,0,1,0
191,612,201,149,41,0,0,1,0,23,0,0,1
209,457,155,169,39,0,0,0,1,22,0,0,1
227,18,2,213,6,7,1,0,0,0,1,0,0
197,540,261,170,27,0,0,0,0,22,0,0,1
354,10,2,342,8,4,0,0,0,8,1,0,0
44,1,1,44,0,0,0,0,0,4,1,0,0
236,785,145,193,40,2,1,0,0,1,0,0,1
464,51,4,453,9,2,0,0,0,6,1,0,0
91,4,3,90,1,0,0,0,0,6,1,0,0
46,2,2,44,1,1,0,0,0,4,1,0,0
113,11,1,113,0,0,0,0,0,22,0,1,0
332,21,6,319,7,6,0,0,0,3,1,0,0
56,4,2,55,1,0,0,0,0,8,1,0,0
72,13,1,69,3,0,0,0,0,3,1,0,0
56,3,12,54,2,0,0,0,0,8,1,0,0
71,10,49,68,1,2,0,0,0,0,1,0,0
76,3,15,74,1,1,0,0,0,7,1,0,0
69,11,69,65,2,1,0,1,0,0,1,0,0
58,5,70,57,1,0,0,0,0,23,1,0,0
29,1,1,27,2,0,0,0,0,23,1,0,0
48,3,54,47,1,0,0,0,0,22,1,0,0
16,3,1,16,0,0,0,0,0,0,1,0,0
219,694,173,179,39,0,1,0,0,21,0,0,1
280,1060,223,232,48,0,0,0,0,22,0,0,1
243,7,3,240,2,1,0,0,0,8,1,0,0
84,3,2,83,1,0,0,0,0,1,1,0,0
303,904,177,237,63,1,2,0,0,22,0,0,1
174,66,1,173,1,0,0,0,0,5,1,0,0
81,4,2,79,2,0,0,0,0,0,1,0,0
62,1,1,61,1,0,0,0,0,3,1,0,0
318,2,4,316,2,0,0,0,0,3,1,0,0
43,1,2,41,2,0,0,0,0,3,1,0,0
80,2,1,79,1,0,0,0,0,2,1,0,0
133,9,2,130,3,0,0,0,0,2,1,0,0
328,1094,235,274,51,1,2,0,0,21,0,0,1
19,2,1,19,0,0,0,0,0,0,1,0,0
185,996,232,111,74,0,0,0,0,23,0,0,1
71,2,1,70,1,0,0,0,0,3,1,0,0
151,9,1,142,6,3,0,0,0,5,1,0,0
89,4,1,86,3,0,0,0,0,2,1,0,0
242,715,242,193,49,0,0,0,0,0,0,0,1
156,6,2,150,1,5,0,0,0,8,1,0,0
511,19,36,501,9,1,0,0,0,9,1,0,0
138,3,7,138,0,0,0,0,0,21,1,0,0
339,1019,168,262,72,1,2,1,1,23,0,0,1
353,891,168,281,67,1,3,1,0,22,0,0,1
84,6,1,82,2,0,0,0,0,9,1,0,0
70,5,1,69,0,1,0,0,0,6,1,0,0
148,15,1,140,2,6,0,0,0,7,1,0,0
52,26,1,52,0,0,0,0,0,20,0,0,0
71,59,2,70,1,0,0,0,0,8,0,1,0
8,3,1,8,0,0,0,0,0,3,1,0,0
211,859,109,169,34,4,1,2,1,2,0,0,1
247,828,174,182,55,0,5,5,0,23,0,0,1
117,98,1,117,0,0,0,0,0,21,0,1,0
210,1,9,206,3,1,0,0,0,8,1,0,0
114,1,1,112,0,2,0,0,0,8,1,0,0
231,461,74,180,50,0,1,0,0,4,0,0,1
598,37,10,586,9,3,0,0,0,5,1,0,0
85,6,1,85,0,0,0,0,0,2,1,0,0
358,1268,186,280,73,1,3,1,0,0,0,0,1
513,11,34,503,9,1,0,0,0,8,1,0,0
166,20,2,159,1,6,0,0,0,22,1,0,0
404,1129,150,328,68,4,4,0,0,1,0,0,1
111,1,2,110,1,0,0,0,0,8,1,0,0
43,4,1,41,2,0,0,0,0,8,1,0,0
423,16,1,402,11,10,0,0,0,5,1,0,0
471,13,23,464,4,3,0,0,0,7,1,0,0
107,7,2,104,2,1,0,0,0,9,1,0,0
141,3,1,136,3,2,0,0,0,8,1,0,0
637,3,6,625,11,1,0,0,0,18,1,0,0
85,25,1,81,1,3,0,0,0,2,1,0,0
885,32,10,876,4,5,0,0,0,22,0,1,0
690,33,21,670,15,5,0,0,0,4,1,0,0
253,626,244,191,55,2,2,2,1,0,0,0,1
414,65,4,407,4,3,0,0,0,22,1,0,0
292,1214,180,207,77,2,3,2,1,22,0,0,1
29,2,4,27,1,1,0,0,0,7,1,0,0
298,974,140,220,74,2,1,1,0,1,0,0,1
296,86,1,294,1,1,0,0,0,22,1,0,0
54,2,1,53,1,0,0,0,0,19,1,0,0
112,34,1,112,0,0,0,0,0,1,1,0,0
50,4,1,49,1,0,0,0,0,1,1,0,0
20,1,1,20,0,0,0,0,0,3,1,0,0
371,1233,158,296,70,2,3,0,0,0,0,0,1
87,2,1,85,2,0,0,0,0,8,1,0,0
72,15,2,72,0,0,0,0,0,2,1,0,0
111,9,2,111,0,0,0,0,0,1,1,0,0
178,22,6,174,4,0,0,0,0,23,1,0,0
127,25,2,121,5,1,0,0,0,8,1,0,0
1026,55,7,1011,13,2,0,0,0,22,1,0,0
27,1,2,27,0,0,0,0,0,8,1,0,0
193,7,2,189,3,1,0,0,0,5,1,0,0
42,1,1,41,1,0,0,0,0,4,1,0,0
276,927,136,218,55,3,0,0,0,23,0,0,1
138,10,3,134,0,3,1,0,0,4,1,0,0
215,784,161,154,57,0,3,1,0,23,0,0,1
295,1066,254,212,79,0,3,0,1,23,0,0,1
52,3,2,52,0,0,0,0,0,2,1,0,0
79,13,2,79,0,0,0,0,0,0,1,0,0
26,1,3,25,1,0,0,0,0,23,1,0,0
263,892,187,205,57,1,0,0,0,2,0,0,1
101,43,3,99,1,0,0,1,0,3,1,0,0
45,5,1,44,0,0,1,0,0,0,1,0,0
43,12,1,43,0,0,0,0,0,2,1,0,0
302,794,243,225,70,5,1,0,1,22,0,0,1
85,8,3,85,0,0,0,0,0,9,1,0,0
45,2,3,45,0,0,0,0,0,9,1,0,0
45,7,3,44,1,0,0,0,0,5,1,0,0
29,2,1,29,0,0,0,0,0,2,1,0,0
94,6,2,90,3,1,0,0,0,1,1,0,0
316,15,2,309,4,3,0,0,0,1,1,0,0
176,5,1,168,1,0,7,0,0,23,1,0,0
94,25,2,93,1,0,0,0,0,9,1,0,0
98,61,2,98,0,0,0,0,0,4,1,0,0
14,3,2,14,0,0,0,0,0,3,1,0,0
16,1,1,16,0,0,0,0,0,1,1,0,0
397,998,274,295,94,4,4,0,0,22,0,0,1
873,16,21,830,35,7,1,0,0,2,1,0,0
190,60,1,186,3,1,0,0,0,23,1,0,0
166,1,26,154,0,12,0,0,0,2,0,0,1
21,1,2,21,0,0,0,0,0,2,1,0,0
214,2,28,172,0,0,40,2,0,21,1,0,0
103,7,2,102,0,1,0,0,0,8,1,0,0
134,7,3,128,3,3,0,0,0,1,1,0,0
317,8,1,313,3,1,0,0,0,3,1,0,0
140,44,5,138,2,0,0,0,0,0,1,0,0
33,1,2,32,1,0,0,0,0,7,1,0,0
107,21,1,105,1,1,0,0,0,6,1,0,0
154,13,3,146,4,4,0,0,0,22,1,0,0
112,2,1,111,1,0,0,0,0,8,1,0,0
357,7,16,349,6,2,0,0,0,1,1,0,0
1273,13,3,1242,24,6,1,0,0,2,1,0,0
955,63,5,936,9,10,0,0,0,2,1,0,0
277,1092,159,207,65,1,3,0,1,22,0,0,1
362,89,4,352,6,4,0,0,0,0,1,0,0
278,5,13,257,10,10,1,0,0,5,1,0,0
94,30,1,94,0,0,0,0,0,4,1,0,0
280,1043,149,195,65,16,3,0,1,22,0,0,1
235,16,2,232,3,0,0,0,0,5,1,0,0
92,14,1,89,3,0,0,0,0,3,1,0,0
149,18,2,140,4,5,0,0,0,23,1,0,0
384,60,4,364,13,6,1,0,0,2,1,0,0
72,3,1,72,0,0,0,0,0,3,0,1,0
609,18,14,604,2,3,0,0,0,21,0,1,0
241,4,32,216,1,0,24,0,0,21,1,0,0
187,10,2,185,2,0,0,0,0,8,1,0,0
216,679,191,160,52,2,2,0,0,0,0,0,1
122,25,1,121,1,0,0,0,0,8,1,0,0
114,13,2,111,1,2,0,0,0,2,1,0,0
19,1,1,19,0,0,0,0,0,1,1,0,0
255,926,181,142,108,0,5,0,0,22,0,0,1
230,32,7,222,7,1,0,0,0,23,1,0,0
12,1,1,11,1,0,0,0,0,8,1,0,0
35,1,1,35,0,0,0,0,0,8,1,0,0
124,20,3,122,2,0,0,0,0,8,1,0,0
5,1,1,5,0,0,0,0,0,7,1,0,0
149,19,2,148,1,0,0,0,0,3,1,0,0
24,1,1,24,0,0,0,0,0,2,1,0,0
201,66,5,197,1,3,0,0,0,11,1,0,0
14,3,1,13,1,0,0,0,0,9,1,0,0
51,1,1,50,0,1,0,0,0,8,1,0,0
14,5,1,14,0,0,0,0,0,3,1,0,0
271,20,2,263,8,0,0,0,0,23,0,1,0
51,1,6,49,1,1,0,0,0,6,1,0,0
58,2,26,54,1,0,3,0,0,5,1,0,0
22,5,1,22,0,0,0,0,0,2,1,0,0
228,16,1,223,4,1,0,0,0,2,1,0,0
186,7,1,169,17,0,0,0,0,8,0,1,0
81,13,2,79,0,0,0,2,0,20,1,0,0
17,3,1,17,0,0,0,0,0,15,1,0,0
88,11,2,85,2,1,0,0,0,4,1,0,0
241,54,5,238,3,0,0,0,0,23,1,0,0
35,1,1,35,0,0,0,0,0,4,1,0,0
362,87,5,357,1,4,0,0,0,2,1,0,0
300,1000,114,230,67,0,3,0,0,22,0,0,1
66,14,1,66,0,0,0,0,0,4,1,0,0
155,4,4,154,1,0,0,0,0,10,1,0,0
223,119,6,219,1,3,0,0,0,10,1,0,0
179,13,2,172,5,2,0,0,0,8,1,0,0
177,505,73,150,24,0,3,0,0,23,0,0,1
144,45,4,120,14,9,1,0,0,10,0,0,1
117,330,46,98,16,0,0,3,0,0,0,0,1
176,540,54,152,20,0,1,2,1,23,0,0,1
179,495,144,162,14,1,0,1,1,23,0,0,1
217,23,5,211,4,2,0,0,0,22,1,0,0
223,944,93,184,37,0,1,0,1,23,0,0,1
200,649,133,174,26,0,0,0,0,22,0,0,1
196,3,38,185,5,5,0,1,0,21,1,0,0
61,2,1,60,1,0,0,0,0,10,0,1,0
48,4,1,48,0,0,0,0,0,7,1,0,0
315,1086,157,252,58,3,2,0,0,22,0,0,1
82,1,1,79,3,0,0,0,0,22,0,0,1
137,508,89,92,44,0,1,0,0,22,0,0,1
99,4,4,98,1,0,0,0,0,0,1,0,0
304,677,108,247,53,1,2,0,1,0,0,0,1
135,1,1,134,1,0,0,0,0,22,0,0,1
170,657,56,129,41,0,0,0,0,22,0,0,1
230,517,86,193,36,1,0,0,0,22,0,0,1
233,60,6,225,8,0,0,0,0,21,1,0,0
316,15,5,313,0,3,0,0,0,3,1,0,0
70,6,1,65,2,1,2,0,0,9,1,0,0
252,504,89,215,35,2,0,0,0,22,0,0,1
278,583,72,223,53,2,0,0,0,3,0,0,1
15,4,2,15,0,0,0,0,0,22,1,0,0
99,5,2,95,2,2,0,0,0,2,1,0,0
10,1,1,10,0,0,0,0,0,2,1,0,0
267,516,73,211,52,3,0,1,0,1,0,0,1
9,7,1,7,1,0,0,1,0,7,1,0,0
384,1158,120,276,103,3,0,2,0,22,0,0,1
154,3,15,150,3,1,0,0,0,22,1,0,0
414,35,11,406,2,6,0,0,0,22,1,0,0
10,9,1,10,0,0,0,0,0,4,1,0,0
298,614,118,251,43,2,2,0,0,3,0,0,1
111,7,30,109,1,1,0,0,0,0,1,0,0
311,869,71,258,51,0,0,0,2,23,0,0,1
92,2,5,90,1,1,0,0,0,22,1,0,0
12,2,1,12,0,0,0,0,0,4,1,0,0
317,1215,74,269,41,4,2,1,0,22,0,0,1
89,5,46,89,0,0,0,0,0,23,1,0,0
296,869,58,252,39,2,2,1,0,1,0,0,1
74,5,1,67,3,4,0,0,0,3,1,0,0
63,1,36,62,1,0,0,0,0,22,1,0,0
60,2,59,60,0,0,0,0,0,21,1,0,0
105,2,2,102,0,3,0,0,0,6,1,0,0
35,1,2,35,0,0,0,0,0,6,1,0,0
18,2,1,18,0,0,0,0,0,6,1,0,0
82,4,19,82,0,0,0,0,0,4,1,0,0
33,6,1,33,0,0,0,0,0,3,1,0,0
219,7,2,212,6,1,0,0,0,22,1,0,0
54,6,1,52,0,2,0,0,0,1,1,0,0
194,551,92,162,32,0,0,0,0,22,0,0,1
637,50,3,578,38,21,0,0,0,4,1,0,0
247,810,224,207,38,1,1,0,0,1,0,0,1
65,8,2,62,3,0,0,0,0,3,1,0,0
292,579,176,241,48,0,3,0,0,1,0,0,1
356,50,3,345,10,1,0,0,0,7,1,0,0
75,3,1,74,0,0,1,0,0,5,1,0,0
11,1,1,11,0,0,0,0,0,4,1,0,0
63,8,2,63,0,0,0,0,0,1,1,0,0
17,3,1,17,0,0,0,0,0,1,1,0,0
153,11,4,148,2,3,0,0,0,3,1,0,0
225,17,3,212,11,2,0,0,0,5,1,0,0
4,7,1,4,0,0,0,0,0,5,1,0,0
183,14,1,179,4,0,0,0,0,23,1,0,0
117,12,6,114,2,1,0,0,0,9,1,0,0
45,4,1,44,1,0,0,0,0,21,1,0,0
96,5,1,92,3,1,0,0,0,10,1,0,0
144,3,16,144,0,0,0,0,0,2,0,0,0
157,43,1,148,7,2,0,0,0,7,1,0,0
134,11,8,127,5,2,0,0,0,5,1,0,0
16,1,1,16,0,0,0,0,0,2,1,0,0
395,205,2,376,11,8,0,0,0,10,1,0,0
303,714,52,241,58,3,1,0,0,3,0,0,1
98,12,2,91,1,5,0,1,0,2,1,0,0
76,34,2,76,0,0,0,0,0,0,1,0,0
50,3,2,48,2,0,0,0,0,22,1,0,0
36,3,1,34,2,0,0,0,0,4,1,0,0
166,17,2,164,2,0,0,0,0,23,1,0,0
96,3,1,96,0,0,0,0,0,20,1,0,0
12,1,1,12,0,0,0,0,0,8,1,0,0
394,97,5,378,5,11,0,0,0,21,1,0,0
6,1,1,6,0,0,0,0,0,4,1,0,0
141,13,3,137,4,0,0,0,0,1,0,1,0
167,63,8,167,0,0,0,0,0,23,1,0,0
40,2,2,39,0,1,0,0,0,12,1,0,0
30,3,2,30,0,0,0,0,0,11,1,0,0
148,15,2,140,3,5,0,0,0,23,1,0,0
245,351,41,194,42,0,3,5,1,4,0,0,1
249,7,3,241,5,2,1,0,0,2,1,0,0
265,708,33,190,70,1,4,0,0,2,0,0,1
90,26,1,86,2,2,0,0,0,2,1,0,0
124,24,1,119,4,0,0,1,0,0,0,1,0
326,970,63,260,62,2,2,0,0,23,0,0,1
234,9,23,214,12,1,7,0,0,22,1,0,0
274,605,45,213,53,2,4,2,0,0,0,0,1
151,19,2,147,2,2,0,0,0,22,1,0,0
8,2,1,8,0,0,0,0,0,5,1,0,0
46,3,6,40,0,5,0,0,1,4,1,0,0
42,2,1,41,1,0,0,0,0,3,1,0,0
76,5,1,74,1,1,0,0,0,1,1,0,0
28,6,1,27,0,1,0,0,0,1,1,0,0
299,955,88,235,59,1,4,0,0,21,0,0,1
91,12,1,87,3,1,0,0,0,21,1,0,0
12,3,1,9,2,0,0,1,0,5,1,0,0
206,438,96,174,31,1,0,0,0,0,0,0,1
259,799,85,190,67,1,1,0,0,22,0,0,1
300,965,72,234,64,0,2,0,0,0,0,0,1
120,37,2,118,2,0,0,0,0,0,1,0,0
46,3,1,46,0,0,0,0,0,23,1,0,0
18,3,2,18,0,0,0,0,0,23,1,0,0
36,3,2,36,0,0,0,0,0,23,1,0,0
8,2,2,8,0,0,0,0,0,22,1,0,0
72,4,8,71,1,0,0,0,0,2,1,0,0
230,622,81,193,35,1,1,0,0,23,0,0,1
231,939,117,191,38,0,0,2,0,4,0,0,1
276,744,75,217,55,0,3,1,0,23,0,0,1
301,1154,121,242,54,2,3,0,0,1,0,0,1
196,63,2,189,7,0,0,0,0,21,1,0,0
221,290,66,174,45,1,1,0,0,0,0,0,1
118,13,4,110,7,1,0,0,0,8,1,0,0
279,1034,95,216,61,0,1,0,1,23,0,0,1
136,27,4,132,3,1,0,0,0,22,1,0,0
97,1,67,94,0,3,0,0,0,4,1,0,0
72,4,3,72,0,0,0,0,0,7,1,0,0
113,45,2,110,1,1,0,1,0,22,1,0,0
37,2,3,35,1,1,0,0,0,8,1,0,0
265,637,63,218,46,0,0,1,0,1,0,0,1
419,233,6,403,6,10,0,0,0,0,1,0,0
66,5,1,65,1,0,0,0,0,7,1,0,0
57,5,1,56,1,0,0,0,0,9,1,0,0
264,1044,51,224,36,2,2,0,0,1,0,0,1
235,593,45,196,36,3,0,0,0,5,0,0,1
70,2,1,66,3,1,0,0,0,1,1,0,0
168,40,2,162,5,1,0,0,0,5,1,0,0
28,4,1,28,0,0,0,0,0,4,1,0,0
175,7,1,167,4,4,0,0,0,9,1,0,0
13,3,1,12,0,0,0,1,0,1,1,0,0
169,16,1,163,3,3,0,0,0,22,1,0,0
264,959,140,214,46,1,2,1,0,0,0,0,1
482,1278,176,351,124,2,5,0,0,22,0,0,1
61,5,2,60,1,0,0,0,0,20,1,0,0
406,1156,139,310,94,1,0,1,0,22,0,0,1
216,15,2,214,2,0,0,0,0,22,1,0,0
249,481,24,225,19,2,3,0,0,2,0,0,1
294,994,106,235,55,1,3,0,0,23,0,0,1
232,4,3,224,7,1,0,0,0,7,1,0,0
303,764,70,234,62,1,3,2,1,0,0,0,1
307,593,72,259,43,4,1,0,0,0,0,0,1
222,16,3,204,11,7,0,0,0,23,1,0,0
378,1053,142,267,102,6,2,1,0,22,0,0,1
333,982,93,240,88,1,3,1,0,7,0,0,1
193,182,12,183,10,0,0,0,0,1,0,1,0
397,1250,85,289,98,3,5,1,1,4,0,0,1
300,633,55,263,37,0,0,0,0,23,0,0,1
257,799,64,214,41,0,2,0,0,0,0,0,1
31,2,1,31,0,0,0,0,0,23,1,0,0
7,1,1,7,0,0,0,0,0,23,1,0,0
285,866,53,221,62,0,2,0,0,1,0,0,1
91,5,1,91,0,0,0,0,0,23,1,0,0
57,3,1,57,0,0,0,0,0,23,1,0,0
328,662,62,222,104,0,1,1,0,0,0,0,1
557,27,2,517,36,3,1,0,0,23,1,0,0
228,507,42,184,40,1,2,0,1,23,0,0,1
187,315,39,168,19,0,0,0,0,0,0,0,1
240,769,37,209,28,2,1,0,0,23,0,0,1
